"courseStu","courseStr","stuUDID","McountN","McountA","McountM","McountE"
"s7..........:246","s7..........",246,9,15,4,1
"s.7.........:246","s.7.........",246,4,10,5,0
"s..7........:246","s..7........",246,16,2,2,0
"s....7......:246","s....7......",246,1,6,5,3
"s......7....:246","s......7....",246,0,0,0,0
"s..........7:246","s..........7",246,0,3,3,0
"s6..........:247","s6..........",247,1,16,1,0
"s.6.........:247","s.6.........",247,3,3,0,0
"s..6........:247","s..6........",247,5,12,3,0
"s...6.......:247","s...6.......",247,0,1,1,0
"s....6......:247","s....6......",247,0,12,1,0
"s.....6.....:247","s.....6.....",247,0,1,1,0
"s6..........:248","s6..........",248,1,21,8,1
"s.6.........:248","s.6.........",248,0,14,4,1
"s..6........:248","s..6........",248,2,13,15,0
"s...6.......:248","s...6.......",248,0,0,2,0
"s....6......:248","s....6......",248,0,2,11,0
"s.....6.....:248","s.....6.....",248,0,0,2,0
"s6..........:250","s6..........",250,1,23,7,0
"s.6.........:250","s.6.........",250,5,19,2,0
"s..6........:250","s..6........",250,2,14,2,0
"s....6......:250","s....6......",250,0,10,3,0
"s.....6.....:250","s.....6.....",250,0,0,2,0
"s6..........:251","s6..........",251,4,19,4,0
"s.6.........:251","s.6.........",251,1,21,0,0
"s..6........:251","s..6........",251,4,12,12,0
"s...6.......:251","s...6.......",251,0,1,1,0
"s....6......:251","s....6......",251,1,8,3,1
"s.....6.....:251","s.....6.....",251,0,1,0,0
"s6..........:252","s6..........",252,4,25,1,0
"s.6.........:252","s.6.........",252,9,19,1,0
"s..6........:252","s..6........",252,5,15,6,0
"s....6......:252","s....6......",252,0,7,5,1
"s.....6.....:252","s.....6.....",252,0,0,2,0
"s8..........:253","s8..........",253,1,14,13,0
"s.8.........:253","s.8.........",253,0,3,2,0
"s..8........:253","s..8........",253,5,3,4,0
"s....8......:253","s....8......",253,0,6,3,0
"s......8....:253","s......8....",253,0,0,0,0
"s..........8:253","s..........8",253,0,6,1,0
"s7..........:257","s7..........",257,3,15,11,0
"s.7.........:257","s.7.........",257,1,8,8,1
"s..7........:257","s..7........",257,16,0,3,0
"s....7......:257","s....7......",257,0,11,3,1
"s......7....:257","s......7....",257,0,0,0,0
"s..........7:257","s..........7",257,1,3,0,0
"s7..........:258","s7..........",258,12,16,1,0
"s.7.........:258","s.7.........",258,0,7,11,1
"s..7........:258","s..7........",258,0,2,2,0
"s....7......:258","s....7......",258,0,8,5,2
"s......7....:258","s......7....",258,0,0,0,0
"s..........7:258","s..........7",258,1,3,1,0
"s6..........:259","s6..........",259,2,22,6,0
"s.6.........:259","s.6.........",259,2,24,1,1
"s..6........:259","s..6........",259,3,13,13,1
"s...6.......:259","s...6.......",259,0,0,2,0
"s....6......:259","s....6......",259,0,3,6,1
"s.....6.....:259","s.....6.....",259,0,0,2,0
"s6..........:260","s6..........",260,4,26,0,0
"s.6.........:260","s.6.........",260,2,25,0,0
"s..6........:260","s..6........",260,5,15,6,0
"s...6.......:260","s...6.......",260,0,0,1,0
"s....6......:260","s....6......",260,0,11,2,0
"s.....6.....:260","s.....6.....",260,0,0,2,0
"s6..........:261","s6..........",261,3,25,1,0
"s.6.........:261","s.6.........",261,1,16,4,0
"s..6........:261","s..6........",261,3,14,13,0
"s...6.......:261","s...6.......",261,0,1,1,0
"s....6......:261","s....6......",261,0,8,5,0
"s.....6.....:261","s.....6.....",261,0,1,1,0
"s7..........:262","s7..........",262,3,14,11,1
"s.7.........:262","s.7.........",262,1,10,7,0
"s..7........:262","s..7........",262,14,2,2,1
"s....7......:262","s....7......",262,0,4,7,4
"s......7....:262","s......7....",262,0,0,0,0
"s..........7:262","s..........7",262,1,5,0,0
"s8..........:264","s8..........",264,3,4,0,0
"s.8.........:264","s.8.........",264,0,4,1,0
"s..8........:264","s..8........",264,3,2,0,0
"s....8......:264","s....8......",264,0,3,0,0
"s......8....:264","s......8....",264,0,0,0,0
"s..........8:264","s..........8",264,1,2,0,0
"s8..........:265","s8..........",265,0,3,26,2
"s.8.........:265","s.8.........",265,0,5,0,0
"s..8........:265","s..8........",265,5,1,6,0
"s....8......:265","s....8......",265,0,2,6,1
"s......8....:265","s......8....",265,0,0,1,0
"s..........8:265","s..........8",265,0,5,2,0
"s8..........:266","s8..........",266,5,7,13,2
"s.8.........:266","s.8.........",266,0,3,2,0
"s..8........:266","s..8........",266,7,2,3,0
"s...8.......:266","s...8.......",266,0,1,0,0
"s....8......:266","s....8......",266,1,6,2,0
"s......8....:266","s......8....",266,0,0,0,0
"s..........8:266","s..........8",266,0,5,1,0
"s8..........:267","s8..........",267,3,15,5,0
"s.8.........:267","s.8.........",267,2,3,0,0
"s..8........:267","s..8........",267,5,7,0,0
"s....8......:267","s....8......",267,0,6,3,0
"s......8....:267","s......8....",267,0,0,1,0
"s..........8:267","s..........8",267,3,4,0,0
"s6..........:268","s6..........",268,3,16,1,0
"s.6.........:268","s.6.........",268,4,10,0,0
"s..6........:268","s..6........",268,2,4,1,0
"s....6......:268","s....6......",268,0,5,2,1
"s.....6.....:268","s.....6.....",268,0,0,1,1
"s6..........:269","s6..........",269,1,18,11,1
"s.6.........:269","s.6.........",269,0,16,2,0
"s..6........:269","s..6........",269,0,6,11,0
"s....6......:269","s....6......",269,0,3,9,1
"s.....6.....:269","s.....6.....",269,0,0,2,0
"s..8........:271","s..8........",271,0,0,0,0
"s......8....:271","s......8....",271,0,0,0,0
"s8..........:272","s8..........",272,2,12,8,3
"s.8.........:272","s.8.........",272,0,1,4,0
"s..8........:272","s..8........",272,6,0,6,0
"s...8.......:272","s...8.......",272,0,4,0,0
"s....8......:272","s....8......",272,0,5,3,1
"s......8....:272","s......8....",272,0,0,0,0
"s..........8:272","s..........8",272,0,4,3,0
"s8..........:273","s8..........",273,7,8,4,0
"s.8.........:273","s.8.........",273,0,4,1,0
"s..8........:273","s..8........",273,5,4,3,0
"s...8.......:273","s...8.......",273,0,4,0,0
"s....8......:273","s....8......",273,0,5,4,0
"s......8....:273","s......8....",273,0,0,0,0
"s..........8:273","s..........8",273,0,7,0,0
"s7..........:274","s7..........",274,0,0,0,0
"s......7....:274","s......7....",274,0,0,0,0
"s6..........:275","s6..........",275,2,27,2,0
"s.6.........:275","s.6.........",275,4,10,0,0
"s..6........:275","s..6........",275,5,18,4,0
"s...6.......:275","s...6.......",275,0,2,0,0
"s....6......:275","s....6......",275,0,6,7,0
"s.....6.....:275","s.....6.....",275,0,0,2,0
"s6..........:276","s6..........",276,5,24,1,0
"s.6.........:276","s.6.........",276,3,22,2,0
"s..6........:276","s..6........",276,3,16,10,0
"s....6......:276","s....6......",276,0,5,5,1
"s.....6.....:276","s.....6.....",276,0,0,2,0
"s6..........:277","s6..........",277,1,15,10,7
"s.6.........:277","s.6.........",277,0,17,5,1
"s..6........:277","s..6........",277,1,0,14,2
"s....6......:277","s....6......",277,0,4,7,2
"s.....6.....:277","s.....6.....",277,0,0,2,0
"s8..........:278","s8..........",278,7,13,3,0
"s.8.........:278","s.8.........",278,0,1,4,0
"s..8........:278","s..8........",278,6,6,0,0
"s...8.......:278","s...8.......",278,0,1,0,0
"s....8......:278","s....8......",278,0,5,2,2
"s......8....:278","s......8....",278,0,0,0,0
"s..........8:278","s..........8",278,0,6,1,0
"s7..........:279","s7..........",279,10,8,1,0
"s.7.........:279","s.7.........",279,2,14,1,0
"s..7........:279","s..7........",279,0,0,2,0
"s....7......:279","s....7......",279,7,6,0,0
"s......7....:279","s......7....",279,0,0,0,0
"s..........7:279","s..........7",279,2,2,0,0
"s7..........:280","s7..........",280,5,0,1,0
"s......7....:280","s......7....",280,0,0,0,0
"s7..........:281","s7..........",281,0,0,0,0
"s......7....:281","s......7....",281,0,0,0,0
"s6..........:282","s6..........",282,2,18,2,0
"s.6.........:282","s.6.........",282,9,8,0,0
"s..6........:282","s..6........",282,8,2,5,0
"s....6......:282","s....6......",282,0,10,3,0
"s.....6.....:282","s.....6.....",282,0,0,2,0
"s6..........:284","s6..........",284,1,6,0,0
"s.6.........:284","s.6.........",284,3,2,0,0
"s..6........:284","s..6........",284,0,0,0,0
"s....6......:284","s....6......",284,0,7,1,0
"s.....6.....:284","s.....6.....",284,0,0,0,0
"s8..........:287","s8..........",287,1,3,5,2
"s.8.........:287","s.8.........",287,0,0,0,0
"s..8........:287","s..8........",287,7,1,1,0
"s...8.......:287","s...8.......",287,0,1,0,0
"s....8......:287","s....8......",287,0,1,1,0
"s..........8:287","s..........8",287,1,1,0,0
"s7..........:289","s7..........",289,0,0,0,0
"s.7.........:289","s.7.........",289,4,6,0,0
"s..7........:289","s..7........",289,0,0,0,0
"s....7......:289","s....7......",289,0,9,0,0
"s......7....:289","s......7....",289,0,0,0,0
"s..........7:289","s..........7",289,2,5,0,0
"s7..........:290","s7..........",290,0,0,0,0
"s.7.........:290","s.7.........",290,2,1,6,0
"s..7........:290","s..7........",290,0,0,0,0
"s....7......:290","s....7......",290,0,7,1,0
"s......7....:290","s......7....",290,0,0,0,0
"s..........7:290","s..........7",290,0,5,0,0
"s6..........:291","s6..........",291,0,0,0,0
"s....6......:291","s....6......",291,0,3,0,0
"s...8.......:292","s...8.......",292,0,3,1,0
"s....8......:292","s....8......",292,0,3,2,0
